# Wordlist

# DATA
ID	DOCULECT	CONCEPT	GLOSSID	IPA	TOKENS	STRUCTURE	ALIGNMENT	CROSSIDS
9191	Bola	all / everything	877	a³¹la̱p⁵⁵	/ʔ a ³¹ + ˀl a p ⁵⁵	i n t + i n c t	/ʔ a ³¹ + ˀl a p ⁵⁵	210 209
10839	Lashi	all / everything	877	pan³¹ʃɔ̱ʔ⁵⁵	p a n ³¹ + ˀʃ ɔ ʔ ⁵⁵	i n c t + i n c t	p a n ³¹ + ˀʃ - ɔ ʔ ⁵⁵	211 207
11610	Old_Burmese	all / everything	877	kun	k u n ²²	i n c t	k u n ²²	212
#
881	Rangoon	all / whole, the	878	ɑ⁵⁵lõ⁵⁵	/ʔ ɑ ⁵⁵ + l õ ∼ ⁵⁵	i n t + i n c t	/ʔ ɑ ⁵⁵ + l õ ∼ ⁵⁵	223 224
2637	Achang_Longchuan	all / whole, the	878	pʐa⁵⁵ pʐa⁵⁵	p ʐ a ⁵⁵ + p ʐ a ⁵⁵	i m n t + i m n t	p ʐ a - ⁵⁵ + p ʐ a - ⁵⁵	221 207
4199	Xiandao	all / whole, the	878	chot⁵⁵	ch o t ⁵⁵	i n c t	ch o t ⁵⁵	225
5811	Atsi	all / whole, the	878	pan²¹ʃoʔ⁵⁵	p a n ²¹ + ʃ o ʔ ⁵⁵	i n c t + i n c t	p - a n ²¹ + ʃ - o ʔ ⁵⁵	221 207
7512	Maru	all / whole, the	878	pəŋ³¹ʃɔʔ⁵⁵	p ə ŋ ³¹ + ʃ ɔ ʔ ⁵⁵	i n c t + i n c t	p - ə ŋ ³¹ + ʃ - ɔ ʔ ⁵⁵	221 207
9192	Bola	all / whole, the	878	pɛ̃⁵⁵ʃaʔ⁵⁵	p ɛ̃ ∼ ⁵⁵ + ʃ a ʔ ⁵⁵	i n c t + i n c t	p - ɛ̃ ∼ ⁵⁵ + ʃ - a ʔ ⁵⁵	221 207
10840	Lashi	all / whole, the	878	pan³¹ʃɔ̱ʔ⁵⁵	p a n ³¹ + ˀʃ ɔ ʔ ⁵⁵	i n c t + i n c t	p - a n ³¹ + ˀʃ - ɔ ʔ ⁵⁵	221 207
#
1029	Rangoon	alone	1025	tɑ⁵³jɑuʔ⁴thɛ⁵⁵	t ɑ ⁵³ + /ʔ j ɑ u ʔ ⁴ + tʰ ɛ ⁵⁵	i n t + i m n N c t + i n t	t ɑ ⁵³ + /ʔ j ɑ u ʔ ⁴ + tʰ ɛ ⁵⁵	238 236 239
5963	Atsi	alone	1025	pau⁵⁵tsă²¹	p a u ⁵⁵ + ts ă ²¹	i n N t + i n t	p a u ⁵⁵ + ts ă ²¹	234 235
7646	Maru	alone	1025	tă³¹jauk³¹	t ă ³¹ + /ʔ j au k ³¹	i n t + i m n c t	t ă ³¹ + /ʔ j au - k ³¹	238 236
9340	Bola	alone	1025	jɔ̃³¹	/ʔ j ɔ̃ ∼ ³¹	i m n c t	/ʔ j ɔ̃ - ∼ ³¹	236
10966	Lashi	alone	1025	ŋjan³¹puk⁵⁵	ŋ j a n ³¹ + /ʔ p u k ⁵⁵	i m n c t + i m n i t	ŋ j a n ³¹ + k p u - - ⁵⁵	237 236
#
1064	Rangoon	alter	1060	pjɑ̃u⁵⁵se²²	p j ɑ̃ u ∼ ⁵⁵ + s e ²²	i m n N c t + i n t	p j ɑ̃ u ∼ ⁵⁵ + s e ²²	250 251
2814	Achang_Longchuan	alter	1060	pen³⁵	p e n ³⁵	i n c t	p e n ³⁵	244
5999	Atsi	alter	1060	lo̱ʔ⁵⁵lai⁵⁵	ˀl o ʔ ⁵⁵ + l a i ⁵⁵	i n c t + i n N t	ˀl o ʔ ⁵⁵ + l a i - ⁵⁵	245 246
9375	Bola	alter	1060	tøʔ³¹nɔ̱̃⁵⁵	t ø ʔ ³¹ + ˀn ɔ̃ ∼ ⁵⁵	i n c t + i n c t	t ø ʔ ³¹ + ˀn ɔ̃ ∼ ⁵⁵	247 248
10994	Lashi	alter	1060	sa̱ːi⁵³lə̱ːk⁵⁵	ˀs aːi ⁵³ + ˀl əː k ⁵⁵	i n t + i n c t	ˀs aːi ⁵³ + ˀl əː - k ⁵⁵	249 246
#
56	Rangoon	aluminum	56	dɑ̃²²	d ɑ̃ ∼ ²²	i n c t	d ɑ̃ ∼ ²²	253
4993	Atsi	aluminum	56	tan⁵⁵	t a n ⁵⁵	i n c t	t a n ⁵⁵	253
6777	Maru	aluminum	56	tsha³¹	tsh a ³¹	i n t	tsh a ³¹	255
8404	Bola	aluminum	56	saŋ⁵⁵phɔ⁵⁵	s a ŋ ⁵⁵ + ph ɔ ⁵⁵	i n c t + i n t	s a ŋ ⁵⁵ + ph ɔ ⁵⁵	253 254
#
213	Rangoon	ancestors / forebears	213	pho⁵⁵bwɑ⁵⁵bi²²bĩ²²	pʰ o ⁵⁵ + b w ɑ ⁵⁵ + b i ²² + b ĩ ∼ ²²	i n t + i m n t + i n t + i n c t	pʰ o - ⁵⁵ + b w ɑ - ⁵⁵ + b i ²² + b ĩ ∼ ²²	4894 261 7829 263
2027	Achang_Longchuan	ancestors / forebears	213	len³⁵	l e n ³⁵	i n c t	l e n ³⁵	257
3679	Xiandao	ancestors / forebears	213	lin³⁵	l i n ³⁵	i n c t	l i n ³⁵	257
5146	Atsi	ancestors / forebears	213	tʃi̱⁵⁵vo̱i⁵⁵	ˀtʃ i ⁵⁵ + ˀv o i ⁵⁵	i n t + i n N t	ˀtʃ i ⁵⁵ + ˀv o i ⁵⁵	258 259
6913	Maru	ancestors / forebears	213	phuk⁵⁵phjik⁵⁵	ph u k ⁵⁵ + ph j i k ⁵⁵	i n c t + i m n c t	ph u k ⁵⁵ + ph j i k ⁵⁵	4894 261
8550	Bola	ancestors / forebears	213	phau³⁵phi³¹	ph au ³⁵ + ph i ³¹	i n t + i n t	ph au - ³⁵ + ph - i - ³¹	4894 261
10268	Lashi	ancestors / forebears	213	phou⁵⁵phji⁵⁵	ph ou ⁵⁵ + ph j i ⁵⁵	i n t + i m n t	ph ou - ⁵⁵ + ph j i - ⁵⁵	4894 261
#
738	Rangoon	ancient times, in	735	ɕe⁵⁵tθɑ⁵³jɑ̃²²jɔ⁵⁵ɑ⁵³khɑ²²	ɕ e ⁵⁵ + tθ ɑ ⁵³ + /ʔ j ɑ̃ ∼ ²² + /ʔ j ɔ ⁵⁵ + /ʔ ɑ ⁵³ + kʰ ɑ ²²	i n t + i n t + i m n c t + i m n t + i n t + i n t	ɕ e ⁵⁵ + tθ ɑ - ⁵³ + /ʔ j ɑ̃ ∼ ²² + /ʔ j ɔ ⁵⁵ + /ʔ ɑ ⁵³ + kʰ ɑ ²²	268 263 269 270 271 264
2498	Achang_Longchuan	ancient times, in	735	ku³¹lai⁵⁵	k u ³¹ + l ai ⁵⁵	i n t + i n t	k u ³¹ + l ai - ⁵⁵	7829 263
4071	Xiandao	ancient times, in	735	kɔ̆³⁵lai⁵⁵	k ɔ̆ ³⁵ + l ai ⁵⁵	i n t + i n t	k ɔ̆ ³⁵ + l ai - ⁵⁵	7829 263
5667	Atsi	ancient times, in	735	a²¹na̱m²¹	/ʔ a ²¹ + ˀn a m ²¹	i n t + i n c t	/ʔ a ²¹ + ˀn a m ²¹	264 265
7374	Maru	ancient times, in	735	a³¹pja̱t³¹	/ʔ a ³¹ + ˀp j a t ³¹	i n t + i m n c t	/ʔ a ³¹ + ˀp j a t ³¹	264 267
9048	Bola	ancient times, in	735	kə̆³¹la̱ŋ⁵⁵	k ə̆ ³¹ + ˀl a ŋ ⁵⁵	i n t + i n c t	k ə̆ ³¹ + ˀl a ŋ ⁵⁵	7829 263
10703	Lashi	ancient times, in	735	ko⁵⁵la̱ŋ³³ko⁵⁵na̱m⁵³	k o ⁵⁵ + ˀl a ŋ ³³ + k o ⁵⁵ + ˀn a m ⁵³	i n t + i n c t + i n t + i n c t	k o ⁵⁵ + ˀl a ŋ ³³ + k o ⁵⁵ + ˀn a m ⁵³	7829 263 266 265
#
1518	Rangoon	angry, be / take offense	1506	dɔ⁵⁵pwɑ⁵³	d ɔ ⁵⁵ + p w ɑ ⁵³	i n t + i m n t	d ɔ ⁵⁵ + p w ɑ ⁵³	284 285
3229	Achang_Longchuan	angry, be / take offense	1506	tsit⁵⁵	ts i t ⁵⁵	i n c t	ts i t ⁵⁵	279
4704	Xiandao	angry, be / take offense	1506	tsit⁵⁵	ts i t ⁵⁵	i n c t	ts i t ⁵⁵	279
6452	Atsi	angry, be / take offense	1506	ni̱k⁵⁵ jo²¹	ˀn i k ⁵⁵ + /ʔ j o ²¹	i n c t + i m n t	ˀn i k ⁵⁵ + /ʔ j o ²¹	8174 281
8088	Maru	angry, be / take offense	1506	na̱k⁵⁵ jo³¹	ˀn a k ⁵⁵ + /ʔ j o ³¹	i n c t + i m n t	ˀn a k ⁵⁵ + /ʔ j o ³¹	8174 281
9814	Bola	angry, be / take offense	1506	na̱k⁵⁵tʃam³¹ja³¹	ˀn a k ⁵⁵ + tʃ a m ³¹ + /ʔ j a ³¹	i n c t + i n c t + i m n t	ˀn a k ⁵⁵ + tʃ a m ³¹ + /ʔ j a ³¹	8174 282 281
11379	Lashi	angry, be / take offense	1506	nə̱k⁵⁵jɔː³³	ˀn ə k ⁵⁵ + /ʔ j ɔː ³³	i n c t + i m n t	ˀn ə k ⁵⁵ + /ʔ j ɔː ³³	8174 281
11862	Old_Burmese	angry, be / take offense	1506	myak	m j a k ⁴	i m n c t	m j a k ⁴	283
#
1786	Rangoon	animal / beast (note:+carnivore)	1769	tθɑ⁵⁵jɛ⁵⁵ti⁵³reʔ⁴shɑ̃²²	tθ ɑ ⁵⁵ + /ʔ j ɛ ⁵⁵ + t i ⁵³ + r e ʔ ⁴ + sʰ ɑ̃ ∼ ²²	i n t + i m n t + i n t + i n c t + i n c t	tθ ɑ ⁵⁵ + /ʔ j ɛ ⁵⁵ + t i ⁵³ + r e ʔ ⁴ + sʰ ɑ̃ ∼ ²²	292 295 296 297 298
6715	Atsi	animal / beast (note:+carnivore)	1769	tu²¹sat²¹	t u ²¹ + s a t ²¹	i n t + i n c t	t u ²¹ + s a t ²¹	292 293
10077	Bola	animal / beast (note:+carnivore)	1769	sɛ̃⁵⁵ja³¹tsai⁵⁵	s ɛ̃ ∼ ⁵⁵ + /ʔ j a ³¹ + ts ai ⁵⁵	i n c t + i m n t + i n t	s ɛ̃ ∼ ⁵⁵ + /ʔ j a ³¹ + ts ai ⁵⁵	294 295 296
11602	Lashi	animal / beast (note:+carnivore)	1769	sei⁵⁵jɔ³¹	s ei ⁵⁵ + /ʔ j ɔ ³¹	i n t + i m n t	s ei - ⁵⁵ + /ʔ j ɔ ³¹	294 295
#
4056	Xiandao	animals (twelve) representing the twelve years	1856	an³⁵	/ʔ a n ³⁵	i n c t	/ʔ a n ³⁵	307
5651	Atsi	animals (twelve) representing the twelve years	1856	tsan⁵¹vut⁵⁵	ts a n ⁵¹ + v u t ⁵⁵	i n c t + i n c t	ts a n ⁵¹ + v u t ⁵⁵	304 305
9032	Bola	animals (twelve) representing the twelve years	1856	tɛ̃⁵⁵vɛʔ⁵⁵lun³¹	t ɛ̃ ∼ ⁵⁵ + v ɛ ʔ ⁵⁵ + l u n ³¹	i n c t + i n c t + i n c t	t ɛ̃ ∼ ⁵⁵ + v ɛ ʔ ⁵⁵ + l u n ³¹	304 305 306
#
103	Rangoon	ankle	103	tɕhe²²mjɛʔ⁴si⁵³	tɕʰ e ²² + m j ɛ ʔ ⁴ + s i ⁵³	i n t + i m n c t + i n t	tɕʰ - e - ²² + m j ɛ ʔ ⁴ + s i ⁵³	310 311 313
1927	Achang_Longchuan	ankle	103	tɕhi⁵⁵tɔʔ⁵⁵	tɕʰ i ⁵⁵ + t ɔ ʔ ⁵⁵	i n t + i n c t	tɕʰ - i - ⁵⁵ + t - ɔ ʔ ⁵⁵	310 311
3586	Xiandao	ankle	103	chi⁵⁵tʂham³¹	ch i ⁵⁵ + tʂh a m ³¹	i n t + i n c t	ch - i - ⁵⁵ + tʂh - a m ³¹	310 311
5039	Atsi	ankle	103	ku̱²¹tʃhaŋ²¹tʃhap⁵⁵	ˀk u ²¹ + tʃʰ a ŋ ²¹ + tʃʰ a p ⁵⁵	i n t + i n c t + i n c t	ˀk - u - ²¹ + tʃʰ a ŋ ²¹ + tʃʰ - a p ⁵⁵	310 312 311
6820	Maru	ankle	103	khjik³¹tʃhɛʔ⁵⁵	kh j i k ³¹ + tʃh ɛ ʔ ⁵⁵	i m n c t + i n c t	kh j i k ³¹ + tʃh - ɛ ʔ ⁵⁵	310 311
8450	Bola	ankle	103	khji⁵⁵tʃhɛʔ⁵⁵	khj i ⁵⁵ + tʃh ɛ ʔ ⁵⁵	i n t + i n c t	khj - i - ⁵⁵ + tʃh - ɛ ʔ ⁵⁵	310 311
#
1292	Rangoon	answer / reply	1283	phje²²	pʰ j e ²²	i m n t	pʰ j e ²²	323
3021	Achang_Longchuan	answer / reply	1283	thu³¹	tʰ u ³¹	i n t	tʰ u ³¹	322
6226	Atsi	answer / reply	1283	tu̱²¹	ˀt u ²¹	i n t	ˀt u ²¹	322
7880	Maru	answer / reply	1283	ta̱u³⁵	ˀt au ³⁵	i n t	ˀt au ³⁵	322
9592	Bola	answer / reply	1283	tu̱³⁵	ˀt u ³⁵	i n t	ˀt u ³⁵	322
11181	Lashi	answer / reply	1283	tu̱ː⁵⁵	ˀt uː ⁵⁵	i n t	ˀt uː ⁵⁵	322
#
346	Rangoon	ant	344	pɑ⁵³jwɛʔ⁴sheʔ⁴	p ɑ ⁵³ + /ʔ ɥ ɛ ʔ ⁴ + sʰ e ʔ ⁴	i n t + i m n c t + i n c t	p ɑ - ⁵³ + /ʔ ɥ ɛ ʔ ⁴ + sʰ e ʔ ⁴	330 331 333
2148	Achang_Longchuan	ant	344	tɕhi⁵⁵man⁵⁵	tɕʰ i ⁵⁵ + m a n ⁵⁵	i n t + i n c t	tɕʰ i ⁵⁵ + m a n ⁵⁵	328 329
3795	Xiandao	ant	344	chaŋ³¹m̥an⁵⁵	ch a ŋ ³¹ + m̥ a n ⁵⁵	i n c t + i n c t	ch a ŋ ³¹ + m̥ a n ⁵⁵	334 329
5280	Atsi	ant	344	pau⁵¹voʔ⁵⁵	p a u ⁵¹ + v o ʔ ⁵⁵	i n N t + i n c t	p a u ⁵¹ + v - o ʔ ⁵⁵	330 331
7033	Maru	ant	344	phə̆³¹ɣuk³¹	ph ə̆ ³¹ + ɣ u k ³¹	i n t + i n c t	ph ə̆ - ³¹ + ɣ - u k ³¹	330 331
8670	Bola	ant	344	phə̆³¹ɣɔʔ³¹	ph ə̆ ³¹ + ɣ ɔ ʔ ³¹	i n t + i n c t	ph ə̆ - ³¹ + ɣ - ɔ ʔ ³¹	330 331
10384	Lashi	ant	344	la³¹jɛt ³¹	l a ³¹ + /ʔ j ɛ t ³¹	i n t + i m n c t	l a ³¹ + /ʔ j ɛ t ³¹	332 331
#
113	Rangoon	anus	113	sɑ⁵³o²²	s ɑ ⁵³ + /ʔ o ²²	i n t + i n t	s ɑ - ⁵³ + /ʔ o ²²	342 346
1937	Achang_Longchuan	anus	113	tɕhi³¹tuŋ³¹tuŋ³¹	tɕʰ i ³¹ + t u ŋ ³¹ + t u ŋ ³¹	i n t + i n c t + i n c t	tɕʰ i - ³¹ + t - u ŋ ³¹ + t u ŋ ³¹	342 343 344
3595	Xiandao	anus	113	khɯ̆³¹tuŋ³¹	kh ɯ̆ ³¹ + t u ŋ ³¹	i n t + i n c t	kh ɯ̆ - ³¹ + t - u ŋ ³¹	342 343
5049	Atsi	anus	113	tʃhĭ⁵⁵toŋ²¹	tʃʰ ĭ ⁵⁵ + t o ŋ ²¹	i n t + i n c t	tʃʰ ĭ - ⁵⁵ + t - o ŋ ²¹	342 343
6829	Maru	anus	113	tʃhauk⁵⁵puŋ⁵⁵	tʃh au k ⁵⁵ + p u ŋ ⁵⁵	i n c t + i n c t	tʃh au k ⁵⁵ + p - u ŋ ⁵⁵	342 343
8460	Bola	anus	113	tʃhauʔ⁵⁵	tʃh au ʔ ⁵⁵	i n c t	tʃh au ʔ ⁵⁵	342
10186	Lashi	anus	113	tʃhə̆⁵⁵khuŋ⁵⁵tuaŋ³³	tʃh ə̆ ⁵⁵ + kh u ŋ ⁵⁵ + t u a ŋ ³³	i n t + i n c t + i m n c t	tʃh ə̆ - ⁵⁵ + kh u ŋ ⁵⁵ + t u a ŋ ³³	342 345 343
#
1230	Rangoon	apply (ointment)	1223	õ²²	/ʔ õ ∼ ²²	i n c t	/ʔ õ ∼ ²²	357
2965	Achang_Longchuan	apply (ointment)	1223	phɔk⁵⁵	pʰ ɔ k ⁵⁵	i n c t	pʰ ɔ k ⁵⁵	355
4476	Xiandao	apply (ointment)	1223	çot⁵⁵	ç o t ⁵⁵	i n c t	ç o t ⁵⁵	358
6162	Atsi	apply (ointment)	1223	ta̱p⁵⁵	ˀt a p ⁵⁵	i n c t	ˀt a p ⁵⁵	356
7822	Maru	apply (ointment)	1223	xap⁵⁵	x a p ⁵⁵	i n c t	x a p ⁵⁵	356
9529	Bola	apply (ointment)	1223	thap⁵⁵	th a p ⁵⁵	i n c t	th a p ⁵⁵	356
11130	Lashi	apply (ointment)	1223	pɔ̱ː⁵⁵	ˀp ɔː ⁵⁵	i n t	ˀp ɔː - ⁵⁵	355
#
1778	Rangoon	arm	1761	lɛʔ⁴mɑ̃u⁵⁵	l ɛ ʔ ⁴ + m ɑ̃ u ∼ ⁵⁵	i n c t + i n N c t	l ɛ ʔ ⁴ + m - ɑ̃ u ∼ ⁵⁵	8542 363
3476	Achang_Longchuan	arm	1761	lɔʔ⁵⁵san⁵⁵	l ɔ ʔ ⁵⁵ + s a n ⁵⁵	i n c t + i n c t	l ɔ ʔ ⁵⁵ + s - a - n ⁵⁵	8542 363
4930	Xiandao	arm	1761	lɔʔ⁵⁵ʐum³¹	l ɔ ʔ ⁵⁵ + ʐ u m ³¹	i n c t + i n c t	l ɔ ʔ ⁵⁵ + ʐ u m ³¹	8542 365
6711	Atsi	arm	1761	loʔ²¹pu⁵⁵	l o ʔ ²¹ + p u ⁵⁵	i n c t + i n t	l o ʔ ²¹ + p - u - - ⁵⁵	8542 363
8344	Maru	arm	1761	lɔʔ³¹pau³⁵	l ɔ ʔ ³¹ + p au ³⁵	i n c t + i n t	l ɔ ʔ ³¹ + p - au - - ³⁵	8542 363
10071	Bola	arm	1761	laʔ³¹pu³⁵	l a ʔ ³¹ + p u ³⁵	i n c t + i n t	l a ʔ ³¹ + p - u - - ³⁵	8542 363
11598	Lashi	arm	1761	lɔʔ³¹pu⁵³	l ɔ ʔ ³¹ + /ʔ p u ⁵³	i n c t + i m n t	l ɔ ʔ ³¹ + /ʔ p u - - ⁵³	8542 363
12037	Old_Burmese	arm	1761	aʔ◦mo₂ṅḥ	ʔ a ⁵³ + m ʊ ŋ ⁵⁵	i n t + i n c t	ʔ a ⁵³ + m - ʊ - ŋ ⁵⁵	364 363
#
91	Rangoon	armpit	91	tɕhɑ̃i⁵⁵	tɕʰ ɑ̃ i ∼ ⁵⁵	i n N c t	tɕʰ - ɑ̃ i ∼ ⁵⁵	383
1915	Achang_Longchuan	armpit	91	kă³¹liŋ³⁵tʂhuaʔ⁵⁵	k ă ³¹ + l i ŋ ³⁵ + tʂʰ ua ʔ ⁵⁵	i n t + i n c t + i n c t	k ă ³¹ + l i ŋ ³⁵ + tʂʰ - ua ʔ ⁵⁵	378 379 380
3574	Xiandao	armpit	91	lɔʔ³¹san⁵⁵khʐoʔ⁵⁵	l ɔ ʔ ³¹ + s a n ⁵⁵ + khʐ o ʔ ⁵⁵	i n c t + i n c t + i n c t	l ɔ ʔ ³¹ + s a n ⁵⁵ + khʐ o ʔ ⁵⁵	8338 384 381
5027	Atsi	armpit	91	kă²¹tʃo̱k⁵⁵khoŋ²¹	k ă ²¹ + ˀtʃ o k ⁵⁵ + kʰ o ŋ ²¹	i n t + i n c t + i n c t	k ă ²¹ + ˀtʃ - o k ⁵⁵ + kʰ o ŋ ²¹	378 380 381
6808	Maru	armpit	91	lɔʔ³¹tʃhɛʔ⁵⁵	l ɔ ʔ ³¹ + tʃh ɛ ʔ ⁵⁵	i n c t + i n c t	l ɔ ʔ ³¹ + tʃh - ɛ ʔ ⁵⁵	8338 380
8438	Bola	armpit	91	laʔ³¹tʃhɛʔ⁵⁵	l a ʔ ³¹ + tʃh ɛ ʔ ⁵⁵	i n c t + i n c t	l a ʔ ³¹ + tʃh - ɛ ʔ ⁵⁵	8338 380
10165	Lashi	armpit	91	lɔʔ³¹tʃnap⁵⁵	l ɔ ʔ ³¹ + tʃ n a p ⁵⁵	i n c t + i m n c t	l ɔ ʔ ³¹ + tʃ n a p ⁵⁵	8338 380
11819	Old_Burmese	armpit	91	khyuiṅḥ	kh j ə ŋ ⁵⁵	i m n c t	kh j ə - ŋ ⁵⁵	383
#
1167	Rangoon	arrive	1162	jɑuʔ⁴	/ʔ j ɑ u ʔ ⁴	i m n N c t	/ʔ j ɑ u ʔ ⁴	395
2908	Achang_Longchuan	arrive	1162	te³⁵	t e ³⁵	i n t	t e ³⁵	394
4426	Xiandao	arrive	1162	tɛ³⁵	t ɛ ³⁵	i n t	t ɛ ³⁵	394
6101	Atsi	arrive	1162	tʃe⁵⁵	tʃ e ⁵⁵	i n t	tʃ e ⁵⁵	394
7767	Maru	arrive	1162	tʃø³⁵	tʃ ø ³⁵	i n t	tʃ ø ³⁵	394
9473	Bola	arrive	1162	tʃø³⁵	tʃ ø ³⁵	i n t	tʃ ø ³⁵	394
11082	Lashi	arrive	1162	tʃyː⁵⁵	tʃ yː ⁵⁵	i n t	tʃ yː ⁵⁵	394
#
1012	Rangoon	arrogant / conceited	1008	mɑ²²nɑ⁵³tɕi⁵⁵	m ɑ ²² + /ʔ n ɑ ⁵³ + tɕ i ⁵⁵	i n t + i m n t + i n t	m ɑ ²² + /ʔ n ɑ ⁵³ + tɕ i ⁵⁵	403 404 405
5945	Atsi	arrogant / conceited	1008	ŋu̱t⁵⁵pun²¹	ˀŋ u t ⁵⁵ + p u n ²¹	i n c t + i n c t	ˀŋ u t ⁵⁵ + p u n ²¹	400 401
9323	Bola	arrogant / conceited	1008	ŋɔ̱̃³⁵	ˀŋ ɔ̃ ∼ ³⁵	i n c t	ˀŋ ɔ̃ ∼ ³⁵	402
#
598	Rangoon	arrow	596	hmjɑ⁵⁵	m̥ j ɑ ⁵⁵	i m n t	m̥ j ɑ - ⁵⁵	406
2380	Achang_Longchuan	arrow	596	m̥ʐua³¹	m̥ ʐ ua ³¹	i m n t	m̥ ʐ ua - ³¹	406
3975	Xiandao	arrow	596	mʐɔ³¹	mʐ ɔ ³¹	i n t	mʐ - ɔ - ³¹	406
5527	Atsi	arrow	596	lai²¹mjo²¹	l a i ²¹ + m j o ²¹	i n N t + i m n t	l a i ²¹ + m j o - ²¹	407 406
7256	Maru	arrow	596	la³⁵mjɔk³¹	l a ³⁵ + m j ɔ k ³¹	i n t + i m n c t	l a - ³⁵ + m j ɔ k ³¹	407 406
8916	Bola	arrow	596	li³¹ʃɿ³⁵	l i ³¹ + ʃ ɿ ³⁵	i n t + i n t	l i - ³¹ + ʃ ɿ ³⁵	407 408
10594	Lashi	arrow	596	mjo³³ʃɿ⁵⁵	m j o ³³ + ʃ ɿ ⁵⁵	i m n t + i n t	m j o - ³³ + ʃ ɿ ⁵⁵	406 408
11945	Old_Burmese	arrow	596	mla	m l a ²²	i m n t	m l a - ²²	406
#
1604	Rangoon	ask / question	1589	me⁵⁵	m e ⁵⁵	i n t	m - e - ⁵⁵	412
3313	Achang_Longchuan	ask / question	1589	ȵi³¹	ȵ i ³¹	i n t	ȵ i ³¹	411
4782	Xiandao	ask / question	1589	ni³¹	n i ³¹	i n t	n i ³¹	411
6539	Atsi	ask / question	1589	mji²¹	m j i ²¹	i m n t	m j i - ²¹	412
8173	Maru	ask / question	1589	mjik⁵⁵	m j i k ⁵⁵	i m n c t	m j i k ⁵⁵	412
9900	Bola	ask / question	1589	məi³¹	m əi ³¹	i n t	m - əi - ³¹	412
11455	Lashi	ask / question	1589	mjeːi³³	m j eːi ³³	i m n t	m j eːi - ³³	412
12092	Old_Burmese	ask / question	1589	miyḥ	m ə j ⁵⁵	i n c t	m - ə j ⁵⁵	412
#
1270	Rangoon	ask s.b. to come here / fetch	1263	khɔ²²	kʰ ɔ ²²	i n t	kʰ ɔ ²²	415
3005	Achang_Longchuan	ask s.b. to come here / fetch	1263	kʐə⁵⁵	k ʐ ə ⁵⁵	i m n t	k ʐ ə ⁵⁵	413
4512	Xiandao	ask s.b. to come here / fetch	1263	xɤ⁵⁵	x ɤ ⁵⁵	i n t	x - ɤ ⁵⁵	413
6204	Atsi	ask s.b. to come here / fetch	1263	vut²¹	v u t ²¹	i n c t	v - u t ²¹	414
7861	Maru	ask s.b. to come here / fetch	1263	jɔ̃³¹	/ʔ j ɔ̃ ∼ ³¹	i m n c t	/ʔ j ɔ̃ ∼ ³¹	414
9570	Bola	ask s.b. to come here / fetch	1263	jɔ̃⁵⁵	/ʔ j ɔ̃ ∼ ⁵⁵	i m n c t	/ʔ j ɔ̃ ∼ ⁵⁵	414
11166	Lashi	ask s.b. to come here / fetch	1263	juːt³¹	/ʔ j uː t ³¹	i m n c t	/ʔ j uː t ³¹	414
#
913	Rangoon	askew / awry / slanting	910	sɑ̃u⁵⁵	s ɑ̃ u ∼ ⁵⁵	i n N c t	s ɑ̃ u ∼ ⁵⁵	421
2669	Achang_Longchuan	askew / awry / slanting	910	mai³¹	m ai ³¹	i n t	m ai ³¹	419
4225	Xiandao	askew / awry / slanting	910	ŋ̊am³¹	ŋ̊ a m ³¹	i n c t	ŋ̊ a m ³¹	422
5844	Atsi	askew / awry / slanting	910	jo̱n⁵⁵	ˀ/ʔ j o n ⁵⁵	i m n c t	ˀ/ʔ j o n ⁵⁵	420
7543	Maru	askew / awry / slanting	910	ja̱k⁵⁵	ˀ/ʔ j a k ⁵⁵	i m n c t	ˀ/ʔ j a k ⁵⁵	420
9224	Bola	askew / awry / slanting	910	ja̱k⁵⁵	ˀ/ʔ j a k ⁵⁵	i m n c t	ˀ/ʔ j a k ⁵⁵	420
10870	Lashi	askew / awry / slanting	910	ju̱ːn⁵³	ˀ/ʔ j uː n ⁵³	i m n c t	ˀ/ʔ j uː n ⁵³	420
#
1544	Rangoon	asleep, fall	1531	pjɔ²²	p j ɔ ²²	i m n t	p j ɔ ²²	430
3255	Achang_Longchuan	asleep, fall	1531	e³¹ mui³⁵	/ʔ e ³¹ + m ui ³⁵	i n t + i n t	/ʔ e ³¹ + m - ui - ³⁵	426 7973
4726	Xiandao	asleep, fall	1531	it⁵⁵ mui³¹	/ʔ i t ⁵⁵ + m ui ³¹	i n c t + i n t	/ʔ - i t ⁵⁵ + m - ui - ³¹	428 7973
6478	Atsi	asleep, fall	1531	ju̱p⁵⁵ to̱²¹	ˀ/ʔ j u p ⁵⁵ + ˀt o ²¹	i m n c t + i n t	ˀ/ʔ j u p ⁵⁵ + ˀt o ²¹	428 429
8114	Maru	asleep, fall	1531	jap³¹ mji̱k⁵⁵	/ʔ j a p ³¹ + ˀm j i k ⁵⁵	i m n c t + i m n c t	/ʔ j a p ³¹ + ˀm j i k ⁵⁵	428 7973
9840	Bola	asleep, fall	1531	ja̱p⁵⁵ta̱³⁵	ˀ/ʔ j a p ⁵⁵ + ˀt a ³⁵	i m n c t + i n t	ˀ/ʔ j a p ⁵⁵ + ˀt a ³⁵	428 429
